@relation training
@attribute home_avg numeric
@attribute home_obp numeric
@attribute home_slg numeric
@attribute home_ops numeric
@attribute home_era numeric
@attribute away_avg numeric
@attribute away_obp numeric
@attribute away_slg numeric
@attribute away_ops numeric
@attribute away_era numeric
@attribute winner {True,False}

@data
0.43,0.4378,0.574466666667,1.01226666667,5.79,0.294,0.339285714286,0.389285714286,0.728571428571,37.8,True
0.297545454545,0.318181818182,0.464545454545,0.782818181818,9.0,0.253818181818,0.305545454545,0.390181818182,0.695727272727,4.5,False
0.322076923077,0.345307692308,0.469076923077,0.814384615385,17.18,0.2953,0.3592,0.4497,0.8088,3.38,False
0.289583333333,0.33375,0.49025,0.823916666667,3.18,0.309333333333,0.362,0.458916666667,0.82075,6.0,True
0.2436,0.2783125,0.3888,0.6858,12.46,0.312857142857,0.357357142857,0.505928571429,0.863285714286,15.43,True
0.273571428571,0.320714285714,0.385642857143,0.706285714286,3.18,0.328636363636,0.382545454545,0.497454545455,0.879909090909,3.27,False
0.261416666667,0.302916666667,0.368833333333,0.67175,5.4,0.218181818182,0.294,0.349818181818,0.643818181818,1.8,False
0.280888888889,0.326222222222,0.379333333333,0.705555555556,1.5,0.250333333333,0.30075,0.44125,0.742083333333,2.7,False
0.3015,0.337583333333,0.436833333333,0.774333333333,7.0,0.242090909091,0.334909090909,0.395363636364,0.730090909091,3.46,False
0.197230769231,0.261692307692,0.303230769231,0.565,6.59,0.2396,0.3238,0.3778,0.7014,2.74,False
0.244636363636,0.332636363636,0.371545454545,0.704,1.3,0.259666666667,0.337833333333,0.388916666667,0.72675,2.63,False
0.187533333333,0.2746,0.300533333333,0.575066666667,7.65,0.2585,0.3365,0.4394,0.7756,3.96,False
0.264384615385,0.331615384615,0.394230769231,0.725846153846,3.76,0.249714285714,0.323428571429,0.401571428571,0.724928571429,5.08,True
0.261916666667,0.324916666667,0.41925,0.744333333333,4.96,0.239909090909,0.316454545455,0.402181818182,0.718545454545,3.09,False
0.28325,0.354416666667,0.437416666667,0.791833333333,4.89,0.214,0.286272727273,0.313272727273,0.599363636364,3.2,False
0.2376,0.2906,0.4323,0.7229,3.94,0.227545454545,0.299818181818,0.353,0.652727272727,3.86,True
0.212333333333,0.269333333333,0.36375,0.633083333333,8.03,0.2605,0.3405,0.4199,0.7604,4.7,False
0.251333333333,0.315222222222,0.420666666667,0.735666666667,4.3,0.239071428571,0.314357142857,0.362285714286,0.676857142857,5.21,True
0.225538461538,0.281692307692,0.359384615385,0.641307692308,4.53,0.236,0.325636363636,0.385727272727,0.711363636364,3.46,True
0.270846153846,0.339076923077,0.404538461538,0.743461538462,4.02,0.247,0.330153846154,0.412076923077,0.742384615385,3.3,True
0.214307692308,0.277230769231,0.318615384615,0.596,4.76,0.234833333333,0.311416666667,0.386666666667,0.698166666667,3.74,False
0.284545454545,0.335363636364,0.404818181818,0.74,0.0,0.239,0.319615384615,0.376769230769,0.696153846154,4.41,False
0.2145,0.27825,0.3575625,0.6359375,3.49,0.243166666667,0.314,0.369166666667,0.683,5.2,True
0.223133333333,0.2862,0.380533333333,0.666866666667,5.53,0.221928571429,0.304714285714,0.362,0.6665,3.34,False
0.2483,0.3421,0.41,0.7522,2.0,0.2315,0.305333333333,0.358583333333,0.664,3.39,True
0.243666666667,0.297916666667,0.366416666667,0.664333333333,3.11,0.242818181818,0.316545454545,0.397363636364,0.714,3.79,True
0.223933333333,0.274066666667,0.3396,0.613666666667,3.6,0.242153846154,0.359071428571,0.390538461538,0.700153846154,3.65,False
0.258153846154,0.306923076923,0.378846153846,0.685615384615,5.7,0.2415,0.3075,0.366166666667,0.673916666667,5.68,True
0.332153846154,0.384461538462,0.444384615385,0.828692307692,4.03,0.247769230769,0.316923076923,0.389461538462,0.706384615385,4.46,True
0.303909090909,0.350454545455,0.424272727273,0.774636363636,3.31,0.276666666667,0.339583333333,0.411,0.750583333333,9.68,True
0.27425,0.325583333333,0.398333333333,0.723916666667,4.43,0.279,0.34975,0.413166666667,0.762833333333,4.39,False
0.289846153846,0.346076923077,0.521692307692,0.867923076923,6.01,0.27325,0.329416666667,0.418166666667,0.747583333333,5.45,False
0.225,0.273363636364,0.327272727273,0.600545454545,1.8,0.246461538462,0.319538461538,0.396384615385,0.715923076923,3.91,True
0.229538461538,0.284538461538,0.334,0.618461538462,2.33,0.240214285714,0.302,0.385714285714,0.687642857143,3.24,True
0.310636363636,0.358818181818,0.445363636364,0.804181818182,4.09,0.233181818182,0.290363636364,0.366454545455,0.656727272727,3.75,False
0.236916666667,0.293333333333,0.360583333333,0.653916666667,1.5,0.252363636364,0.328363636364,0.398272727273,0.726818181818,4.53,True
0.257466666667,0.3152,0.366866666667,0.682133333333,4.3,0.250272727273,0.302545454545,0.399181818182,0.701727272727,8.44,False
0.235090909091,0.331909090909,0.380727272727,0.712636363636,4.81,0.235083333333,0.309416666667,0.37,0.6795,4.37,True
0.249461538462,0.342076923077,0.380615384615,0.722846153846,5.03,0.249142857143,0.312928571429,0.398357142857,0.711428571429,3.24,True
0.2676,0.3256,0.4164,0.7418,5.01,0.220538461538,0.283846153846,0.353769230769,0.637615384615,4.3,True
0.222066666667,0.2752,0.338466666667,0.613666666667,3.17,0.227923076923,0.291076923077,0.374846153846,0.665769230769,3.36,True
0.248142857143,0.351466666667,0.388428571429,0.693714285714,4.2,0.249846153846,0.310230769231,0.402,0.712461538462,4.56,True
0.259166666667,0.323083333333,0.407833333333,0.731083333333,2.51,0.266666666667,0.340666666667,0.430916666667,0.77175,4.54,True
